"lista","directorio","secuencia_p","orden","clase","dominio","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","oficio","p6426","relab","p6500","p6510","p6510s1","p6510s2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p6760","p550","hoursWorkUsual","p6870","p6920","p7040","hoursWorkActualSecondJob","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p7495","p7500s1","p7500s1a1","p7500s2","p7500s2a1","p7500s3","p7500s3a1","p7505","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s3","p7510s3a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","pet","impa","isa","ie","iof1","iof2","iof3h","iof3i","iof6","cclasnr2","cclasnr3","cclasnr4","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impaes","isaes","iees","iof1es","iof2es","iof3hes","iof3ies","iof6es","ingtotob","ingtotes","ingtot","fex_c","depto","fex_dpto","fweight","maxEducLevel","college","regSalud","cotPension","wap","ocu","dsi","pea","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","y_ingLab_m","y_horasExtras_m","y_especie_m","y_vivienda_m","y_otros_m","y_auxilioAliment_m","y_auxilioTransp_m","y_subFamiliar_m","y_subEducativo_m","y_primas_m","y_bonificaciones_m","y_primaServicios_m","y_primaNavidad_m","y_primaVacaciones_m","y_viaticos_m","y_accidentes_m","y_salarySec_m","y_ingLab_m_ha","y_gananciaNeta_m","y_gananciaNetaAgro_m","y_gananciaIndep_m","y_gananciaIndep_m_hu","y_total_m","y_total_m_ha"
1315,4526757,1,1,1,"BOGOTA",1,3,1,51,1,1,1,6,2,1,21,120,1,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,50,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3125000,NA,NA,NA,NA,NA,NA,NA,0,3125000,3125000,254.687742271476,11,254.687742271476,255,7,0,1,1,1,1,0,1,50,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,4526758,1,2,1,"BOGOTA",1,2,0,46,2,1,1,3,3,1,55,48,3,737000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,58,1,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,820140,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820140,NA,820140,254.687742271476,11,254.687742271476,255,3,0,1,1,1,1,0,1,58,1,0,0,1,1,737000,2964.94262695312,820140,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3299.41381835938,NA,NA,NA,NA,820140,3299.41381835938
1317,4526758,1,1,1,"BOGOTA",1,2,1,48,1,1,1,3,5,1,97,48,1,1400000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,2,2,0,NA,2,0,NA,2,0,2,0,1,0,2,0,1,1400000,2,0,2,0,2,0,2,0,NA,NA,NA,50,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1516666.66666667,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,1516666.66666667,2e+05,1716666.66666667,254.687742271476,11,254.687742271476,255,4,0,1,1,1,1,0,1,50,1,0,0,0,5,1400000,6533.33349609375,1516666.625,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1400000,NA,NA,NA,NA,NA,7077.77734375,NA,NA,NA,NA,1516666.625,7077.77734375
1318,4526759,1,1,1,"BOGOTA",1,5,0,51,1,1,1,6,5,1,11,300,1,1.3e+07,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,40,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1.3e+07,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3e+07,NA,1.3e+07,230.765306930239,11,230.765306930239,231,7,0,1,1,1,1,0,1,40,1,0,0,0,5,1.3e+07,75833.3359375,1.3e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,75833.3359375,NA,NA,NA,NA,1.3e+07,75833.3359375
1320,4526759,1,2,1,"BOGOTA",1,5,0,28,3,1,1,6,5,1,18,1,1,9e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,3,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,9e+05,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+05,NA,9e+05,230.765306930239,11,230.765306930239,231,7,0,1,2,1,1,0,1,48,0,1,0,1,2,9e+05,4375,9e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375,NA,NA,NA,NA,9e+05,4375
1321,4526760,1,1,1,"BOGOTA",1,5,1,32,1,1,1,3,5,1,55,96,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,1,8e+05,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,1,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,882333.416666667,0,8e+05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682333.41666667,NA,1682333.41666667,330.763285242449,11,330.763285242449,331,4,0,1,1,1,1,0,1,48,1,0,0,1,1,737717,3586.12426757812,882333.4375,NA,NA,8e+05,NA,NA,83140,NA,NA,NA,NA,737717,NA,NA,NA,NA,NA,4289.12109375,NA,NA,NA,NA,882333.4375,4289.12109375
1324,4526760,1,2,1,"BOGOTA",1,5,0,43,2,1,1,4,7,1,55,48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,1,NA,48,1,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1e+06,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,330.763285242449,11,330.763285242449,331,5,0,1,2,1,1,0,1,48,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,4861.111328125,1e+06,4861.111328125
1326,4526761,1,1,1,"BOGOTA",1,2,0,50,1,1,1,5,11,1,97,192,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,29600,2,2,0,NA,1,18000,2,0,2,0,2,0,1,8e+05,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,120000,2,0,1,917123.666666667,0,18000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935123.666666667,NA,935123.666666667,341.979787849128,11,341.979787849128,342,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,917123.6875,NA,18000,NA,NA,NA,83140,29600,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,4458.240234375,NA,NA,NA,NA,917123.6875,4458.240234375
1327,4526761,1,2,1,"BOGOTA",1,2,1,50,2,1,1,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,8e+05,1,1200000,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,341.979787849128,11,341.979787849128,342,6,1,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,4526762,1,1,1,"BOGOTA",1,2,0,29,1,1,3,4,7,1,53,13,1,450000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,63,4,2,2,NA,NA,0,2,NA,NA,1,1,1,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,450000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,NA,450000,386.43249162925,11,386.43249162925,386,5,0,3,2,1,1,0,1,63,0,1,0,0,3,450000,1666.66662597656,450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666.66662597656,NA,NA,NA,NA,450000,1666.66662597656
1331,4526763,1,1,1,"BOGOTA",1,2,1,34,1,1,1,5,11,1,37,36,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,911333.416666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911333.416666667,NA,911333.416666667,299.163611742639,11,299.163611742639,299,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,911333.4375,NA,NA,NA,NA,NA,83140,29000,NA,NA,NA,737717,NA,NA,NA,NA,NA,4430.09326171875,NA,NA,NA,NA,911333.4375,4430.09326171875
1333,4526763,1,2,1,"BOGOTA",1,2,0,32,2,2,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,9e+05,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,299.163611742639,11,299.163611742639,299,7,0,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,4526763,2,1,1,"BOGOTA",1,2,1,29,1,1,1,6,4,6,19,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,1,NA,2,1,2,2,NA,NA,0,1,1,1,2,1,1,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,4300000,1,40000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,40000,299.163611742639,11,299.163611742639,299,7,0,1,2,1,1,0,1,2,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,40000,4666.66650390625,40000,4666.66650390625
1335,4526763,2,2,1,"BOGOTA",1,2,0,26,2,1,1,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,299.163611742639,11,299.163611742639,299,7,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,4526765,1,2,1,"BOGOTA",1,4,0,46,3,1,1,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,1,0,2,0,2,0,2,0,2,0,2,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3e+05,NA,NA,0,3e+05,3e+05,234.707409371681,11,234.707409371681,235,7,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,4526765,1,3,1,"BOGOTA",1,4,1,22,4,1,1,6,2,3,41,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,1,0,2,0,2,0,2,0,2,0,2,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,1200000,NA,NA,NA,NA,166667,NA,NA,0,1366667,1366667,234.707409371681,11,234.707409371681,235,7,0,1,2,1,1,0,1,40,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,4526766,1,1,1,"BOGOTA",1,4,0,62,1,1,2,6,6,1,13,336,2,3300000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,1,3300000,1,0,2,0,2,0,NA,NA,NA,36,9,3,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,2,0,1,1600000,2,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,3575000,0,0,0,1600000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5175000,NA,5175000,254.386811904384,11,254.386811904384,254,7,0,2,3,1,1,0,1,36,1,0,0,0,5,3300000,21388.888671875,3575000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3300000,0,NA,NA,NA,23171.296875,NA,NA,NA,NA,3575000,23171.296875
1340,4526767,1,2,1,"BOGOTA",1,2,0,46,2,1,1,4,9,1,54,120,3,6e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,6e+05,2,0,2,0,2,0,2,0,NA,NA,NA,20,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,650000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,650000,243.471239664797,11,243.471239664797,243,5,0,1,2,1,1,0,1,20,0,1,0,1,1,6e+05,7000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,NA,NA,NA,NA,NA,7583.33349609375,NA,NA,NA,NA,650000,7583.33349609375
1346,4526769,1,2,1,"BOGOTA",1,2,0,25,2,1,1,6,1,1,32,60,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,60000,2,2,0,NA,2,0,2,0,2,0,2,0,1,8e+05,2,0,2,0,2,0,2,0,NA,NA,NA,40,8,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,1,1e+06,2,0,1,1e+05,2,0,1,947523.666666667,0,0,0,0,0,83333.3333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030857,NA,1030857,347.558417964202,11,347.558417964202,348,7,0,1,1,1,1,0,1,40,1,0,0,0,5,737717,4303.34912109375,947523.6875,NA,NA,NA,NA,NA,83140,60000,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,5527.2216796875,NA,NA,NA,NA,947523.6875,5527.2216796875
1348,4526769,1,1,1,"BOGOTA",1,2,1,26,1,1,1,5,11,1,85,2,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,60000,2,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,2,1,1,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1500000,1,880857,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880857,NA,880857,347.558417964202,11,347.558417964202,348,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,880857,NA,NA,NA,NA,NA,83140,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4281.94384765625,NA,NA,NA,NA,880857,4281.94384765625
1352,4526770,1,3,1,"BOGOTA",1,2,1,26,3,2,NA,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,296.410009061984,11,296.410009061984,296,7,0,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,4526770,1,1,1,"BOGOTA",1,2,1,53,1,1,1,5,11,1,97,240,1,9e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,9e+05,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,850000,2,0,1,1058140,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058140,NA,1058140,296.410009061984,11,296.410009061984,296,6,1,1,1,1,1,0,1,48,1,0,0,0,5,9e+05,4375,1058140,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,9e+05,NA,NA,NA,NA,NA,5143.736328125,NA,NA,NA,NA,1058140,5143.736328125
1356,4526772,1,2,1,"BOGOTA",1,5,0,58,2,1,1,3,5,6,54,36,3,7e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,2,0,2,0,2,0,1,7e+05,2,0,2,0,2,0,2,0,NA,NA,NA,24,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,1,6e+05,1,758333.333333333,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,5e+05,NA,NA,NA,NA,NA,758333.333333333,5e+05,1258333.33333333,247.413342106238,11,247.413342106238,247,4,0,1,2,1,1,0,1,24,0,1,0,1,1,7e+05,6805.5556640625,758333.3125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,NA,NA,NA,NA,7372.68505859375,NA,NA,NA,NA,758333.3125,7372.68505859375
1357,4526772,1,1,1,"BOGOTA",1,5,1,42,1,1,1,3,5,6,55,120,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,30000,2,2,0,NA,2,0,2,0,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,2,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,829193.416666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829193.416666667,NA,829193.416666667,247.413342106238,11,247.413342106238,247,4,0,1,1,1,1,0,1,48,1,0,0,1,2,737717,3586.12426757812,829193.4375,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,737717,NA,NA,NA,NA,NA,4030.80151367188,NA,NA,NA,NA,829193.4375,4030.80151367188
1359,4526773,1,1,1,"BOGOTA",1,2,1,34,1,1,2,6,2,1,58,120,2,1900000,2,0,NA,1,8e+05,2,2,0,NA,2,0,NA,2,0,NA,1,0,1,2,0,NA,2,0,2,0,2,0,2,0,2,0,1,1900000,1,8e+05,2,0,2,0,NA,NA,NA,80,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2925000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925000,NA,2925000,303.383478860131,11,303.383478860131,303,7,0,2,1,1,1,0,1,80,1,0,0,0,5,1900000,5541.66650390625,2925000,NA,NA,NA,NA,NA,NA,0,NA,8e+05,NA,NA,1900000,8e+05,NA,NA,NA,8531.25,NA,NA,NA,NA,2925000,8531.25
1360,4526773,1,2,1,"BOGOTA",1,2,0,25,2,1,2,6,5,4,58,60,2,1900000,2,0,NA,1,1900000,2,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,1,8e+05,1,8e+05,2,0,2,0,NA,NA,NA,70,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,3933333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933333.33333333,NA,3933333.33333333,303.383478860131,11,303.383478860131,303,7,0,2,1,1,1,0,1,70,1,0,0,0,5,1900000,6333.33349609375,3933333.5,NA,NA,NA,NA,NA,NA,NA,NA,1900000,NA,NA,8e+05,8e+05,NA,NA,NA,13111.111328125,NA,NA,NA,NA,3933333.5,13111.111328125
1363,4526774,1,2,1,"BOGOTA",1,4,0,28,3,1,1,6,5,1,15,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+06,1,NA,48,8,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,3e+06,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+06,NA,3e+06,230.177656890553,11,230.177656890553,230,7,0,1,1,1,1,0,1,48,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+06,NA,3e+06,14583.3330078125,3e+06,14583.3330078125
1364,4526775,1,1,1,"BOGOTA",1,3,1,50,1,1,1,6,6,1,18,180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1,NA,40,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1500000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,205.425424579072,11,205.425424579072,205,7,0,1,2,1,1,0,1,40,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,8750,1500000,8750
